SPP	POP	YR	Mx	Tmx	Nx
HARA	HARA_1out	1993	[0 0 0 9.723; 0.666666666666667 0.302325581395349 0.111111111111111 0.215384615384615; 0 0.209302325581395 0.333333333333333 0.476923076923077; 0 0.116279069767442 0.222222222222222 0.215384615384615]	[0 0 0 0; 0.666666666666667 0.302325581395349 0.111111111111111 0.215384615384615; 0 0.209302325581395 0.333333333333333 0.476923076923077; 0 0.116279069767442 0.222222222222222 0.215384615384615]	[3 43 9 65]
HARA	HARA_1out	1994	[0 0 0 2.345; 0.00434782608695652 0.228070175438597 0.0754716981132075 0.172413793103448; 0.016304347826087 0.245614035087719 0.320754716981132 0.206896551724138; 0.00108695652173913 0.315789473684211 0.566037735849057 0.620689655172414]	[0 0 0 0; 0.00434782608695652 0.228070175438597 0.0754716981132075 0.172413793103448; 0.016304347826087 0.245614035087719 0.320754716981132 0.206896551724138; 0.00108695652173913 0.315789473684211 0.566037735849057 0.620689655172414]	[920 57 53 29]
HARA	HARA_1out	1995	[0.0526315789473684 0 0 0.506; 0.105263157894737 0.296296296296296 0.2 0.164556962025316; 0 0.37037037037037 0.345454545454546 0.341772151898734; 0 0.296296296296296 0.163636363636364 0.367088607594937]	[0.0526315789473684 0 0 0; 0.105263157894737 0.296296296296296 0.2 0.164556962025316; 0 0.37037037037037 0.345454545454546 0.341772151898734; 0 0.296296296296296 0.163636363636364 0.367088607594937]	[19 27 55 79]
HARA	HARA_1out	1996	[0 0 0 2.4; 0.538461538461538 0.5 0.242857142857143 0.2; 0.0384615384615385 0.304347826086956 0.542857142857143 0.363636363636364; 0 0.130434782608696 0.157142857142857 0.436363636363636]	[0 0 0 0; 0.538461538461538 0.5 0.242857142857143 0.2; 0.0384615384615385 0.304347826086956 0.542857142857143 0.363636363636364; 0 0.130434782608696 0.157142857142857 0.436363636363636]	[26 46 70 55]
HARA	HARA_1out	1997	[0 0 0 1.357; 0.212121212121212 0.608695652173913 0.246753246753247 0.0952380952380952; 0.00757575757575758 0.159420289855073 0.376623376623377 0.333333333333333; 0 0.144927536231884 0.337662337662338 0.547619047619048]	[0 0 0 0; 0.212121212121212 0.608695652173913 0.246753246753247 0.0952380952380952; 0.00757575757575758 0.159420289855073 0.376623376623377 0.333333333333333; 0 0.144927536231884 0.337662337662338 0.547619047619048]	[132 69 77 42]
HARA	HARA_1out	1998	[0 0 0 4.033; 0.111111111111111 0.553191489361702 0.145454545454545 0.186440677966102; 0.0317460317460317 0.170212765957447 0.672727272727273 0.389830508474576; 0 0.0851063829787234 0.090909090909091 0.355932203389831]	[0 0 0 0; 0.111111111111111 0.553191489361702 0.145454545454545 0.186440677966102; 0.0317460317460317 0.170212765957447 0.672727272727273 0.389830508474576; 0 0.0851063829787234 0.090909090909091 0.355932203389831]	[63 94 55 59]
HARA	HARA_2in	1991	[0 0 0 1.745; 0 0.374384236453202 0.578947368421053 0.159574468085106; 0 0.0492610837438424 0.157894736842105 0.297872340425532; 0 0.0344827586206896 0.210526315789474 0.393617021276596]	[0 0 0 0; 0 0.374384236453202 0.578947368421053 0.159574468085106; 0 0.0492610837438424 0.157894736842105 0.297872340425532; 0 0.0344827586206896 0.210526315789474 0.393617021276596]	[17 203 19 94]
HARA	HARA_2in	1992	[0 0 0 5.92; 0.255813953488372 0.321100917431193 0.13953488372093 0.08; 0 0.0642201834862385 0.0465116279069767 0.04; 0.0465116279069767 0.330275229357798 0.627906976744186 0.86]	[0 0 0 0; 0.255813953488372 0.321100917431193 0.13953488372093 0.08; 0 0.0642201834862385 0.0465116279069767 0.04; 0.0465116279069767 0.330275229357798 0.627906976744186 0.86]	[43 109 43 50]
HARA	HARA_2in	1993	[0 0 0 2.25; 0.0451612903225806 0.287878787878788 0.307692307692308 0.142857142857143; 0 0.0606060606060606 0.153846153846154 0.107142857142857; 0.0064516129032258 0.151515151515151 0.0769230769230769 0.642857142857143]	[0 0 0 0; 0.0451612903225806 0.287878787878788 0.307692307692308 0.142857142857143; 0 0.0606060606060606 0.153846153846154 0.107142857142857; 0.0064516129032258 0.151515151515151 0.0769230769230769 0.642857142857143]	[155 66 13 112]
HARA	HARA_2in	1994	[0 0 0 0.536; 0 0.0847457627118644 0.181818181818182 0.0515463917525773; 0 0.152542372881356 0.136363636363636 0.134020618556701; 0.000858369098712446 0.305084745762712 0.409090909090909 0.618556701030928]	[0 0 0 0; 0 0.0847457627118644 0.181818181818182 0.0515463917525773; 0 0.152542372881356 0.136363636363636 0.134020618556701; 0.000858369098712446 0.305084745762712 0.409090909090909 0.618556701030928]	[1165 59 22 97]
HARA	HARA_2in	1995	[0 0 0 0.295; 0.133333333333333 0.25 0.153846153846154 0.0631578947368421; 0.2 0.375 0.153846153846154 0.294736842105263; 0 0.1875 0.115384615384615 0.536842105263158]	[0 0 0 0; 0.133333333333333 0.25 0.153846153846154 0.0631578947368421; 0.2 0.375 0.153846153846154 0.294736842105263; 0 0.1875 0.115384615384615 0.536842105263158]	[15 16 26 95]
HARA	HARA_2in	1996	[0 0 0 0.183; 0.375 0.25 0.113636363636364 0.0833333333333333; 0 0.1875 0.363636363636364 0.216666666666667; 0 0.1875 0.340909090909091 0.616666666666667]	[0 0 0 0; 0.375 0.25 0.113636363636364 0.0833333333333333; 0 0.1875 0.363636363636364 0.216666666666667; 0 0.1875 0.340909090909091 0.616666666666667]	[8 16 44 60]
HARA	HARA_2in	1997	[0 0 0 4.379; 0.272727272727273 0.222222222222222 0.0256410256410256 0.0517241379310345; 0 0.277777777777778 0.384615384615385 0.206896551724138; 0.181818181818182 0.166666666666667 0.461538461538462 0.724137931034483]	[0 0 0 0; 0.272727272727273 0.222222222222222 0.0256410256410256 0.0517241379310345; 0 0.277777777777778 0.384615384615385 0.206896551724138; 0.181818181818182 0.166666666666667 0.461538461538462 0.724137931034483]	[11 18 39 58]
HARA	HARA_2in	1998	[0 0 0 0.785; 0.0549019607843137 0.272727272727273 0.15625 0.0153846153846154; 0.00392156862745098 0.090909090909091 0.375 0.246153846153846; 0 0.272727272727273 0.28125 0.692307692307692]	[0 0 0 0; 0.0549019607843137 0.272727272727273 0.15625 0.0153846153846154; 0.00392156862745098 0.090909090909091 0.375 0.246153846153846; 0 0.272727272727273 0.28125 0.692307692307692]	[255 11 32 65]
HARA	HARA_2out	1991	[0 0 0 1.707; 0.375 0.56578947368421 0.538461538461538 0.571428571428571; 0 0.0394736842105263 0.0769230769230769 0.194805194805195; 0 0 0 0.012987012987013]	[0 0 0 0; 0.375 0.56578947368421 0.538461538461538 0.571428571428571; 0 0.0394736842105263 0.0769230769230769 0.194805194805195; 0 0 0 0.012987012987013]	[8 76 13 77]
HARA	HARA_2out	1992	[0 0 0 9; 0.461538461538462 0.194174757281553 0.227272727272727 0; 0.153846153846154 0.145631067961165 0.227272727272727 0; 0 0.349514563106796 0.409090909090909 1]	[0 0 0 0; 0.461538461538462 0.194174757281553 0.227272727272727 0; 0.153846153846154 0.145631067961165 0.227272727272727 0; 0 0.349514563106796 0.409090909090909 1]	[39 103 22 1]
HARA	HARA_2out	1993	[0 0.02 0 0.735; 0.384615384615385 0.2 0.222222222222222 0.469387755102041; 0 0.04 0.185185185185185 0.142857142857143; 0 0.14 0.148148148148148 0.26530612244898]	[0 0.02 0 0; 0.384615384615385 0.2 0.222222222222222 0.469387755102041; 0 0.04 0.185185185185185 0.142857142857143; 0 0.14 0.148148148148148 0.26530612244898]	[13 50 27 49]
HARA	HARA_2out	1994	[0.00442477876106195 0 0 0.552; 0 0.186440677966102 0.0666666666666667 0.0344827586206896; 0 0.203389830508475 0.466666666666667 0.206896551724138; 0 0.152542372881356 0.266666666666667 0.413793103448276]	[0.00442477876106195 0 0 0; 0 0.186440677966102 0.0666666666666667 0.0344827586206896; 0 0.203389830508475 0.466666666666667 0.206896551724138; 0 0.152542372881356 0.266666666666667 0.413793103448276]	[226 59 15 29]
HARA	HARA_2out	1995	[0 0 0 0.097; 0.75 0.2 0.137931034482759 0.161290322580645; 0.125 0.2 0.241379310344828 0.258064516129032; 0 0.2 0.172413793103448 0.32258064516129]	[0 0 0 0; 0.75 0.2 0.137931034482759 0.161290322580645; 0.125 0.2 0.241379310344828 0.258064516129032; 0 0.2 0.172413793103448 0.32258064516129]	[8 15 29 31]
HARA	HARA_2out	1996	[0 0 0 0.368; 0 0.318181818181818 0.0952380952380952 0.157894736842105; 0 0.090909090909091 0.285714285714286 0.263157894736842; 0.333333333333333 0.136363636363636 0.380952380952381 0.421052631578947]	[0 0 0 0; 0 0.318181818181818 0.0952380952380952 0.157894736842105; 0 0.090909090909091 0.285714285714286 0.263157894736842; 0.333333333333333 0.136363636363636 0.380952380952381 0.421052631578947]	[3 22 21 19]
HARA	HARA_2out	1997	[0 0 0 13.591; 0.3 0.230769230769231 0.0769230769230769 0.0454545454545455; 0.1 0.307692307692308 0.615384615384615 0.454545454545454; 0 0.230769230769231 0.230769230769231 0.409090909090909]	[0 0 0 0; 0.3 0.230769230769231 0.0769230769230769 0.0454545454545455; 0.1 0.307692307692308 0.615384615384615 0.454545454545454; 0 0.230769230769231 0.230769230769231 0.409090909090909]	[20 13 13 22]
HARA	HARA_2out	1998	[0 0 0 1.667; 0.0627177700348432 0.545454545454545 0.0769230769230769 0.133333333333333; 0.00696864111498258 0.090909090909091 0.538461538461538 0.8; 0 0.090909090909091 0.0384615384615385 0.0666666666666667]	[0 0 0 0; 0.0627177700348432 0.545454545454545 0.0769230769230769 0.133333333333333; 0.00696864111498258 0.090909090909091 0.538461538461538 0.8; 0 0.090909090909091 0.0384615384615385 0.0666666666666667]	[287 11 26 15]
HARA	HARA_3in	1991	[0 0 0 0.235; 0.113636363636364 0.518518518518518 0.294117647058823 0.235294117647059; 0.0227272727272727 0.0555555555555556 0.329411764705882 0.352941176470588; 0 0.0277777777777778 0.0352941176470588 0.176470588235294]	[0 0 0 0; 0.113636363636364 0.518518518518518 0.294117647058823 0.235294117647059; 0.0227272727272727 0.0555555555555556 0.329411764705882 0.352941176470588; 0 0.0277777777777778 0.0352941176470588 0.176470588235294]	[44 108 85 17]
HARA	HARA_3in	1992	[0 0 0 1.8; 0 0.207920792079208 0.0697674418604651 0; 0 0.207920792079208 0.186046511627907 0.1; 0 0.425742574257426 0.604651162790698 0.8]	[0 0 0 0; 0 0.207920792079208 0.0697674418604651 0; 0 0.207920792079208 0.186046511627907 0.1; 0 0.425742574257426 0.604651162790698 0.8]	[4 101 43 10]
HARA	HARA_3in	1993	[0 0 0 0.963; 0.5 0.636363636363636 0.352941176470588 0.231707317073171; 0.111111111111111 0.0606060606060606 0.294117647058823 0.231707317073171; 0 0.151515151515151 0.352941176470588 0.51219512195122]	[0 0 0 0; 0.5 0.636363636363636 0.352941176470588 0.231707317073171; 0.111111111111111 0.0606060606060606 0.294117647058823 0.231707317073171; 0 0.151515151515151 0.352941176470588 0.51219512195122]	[18 33 34 82]
HARA	HARA_3in	1994	[0.000367107195301028 0 0 1.035; 0.000367107195301028 0.378787878787879 0.0588235294117647 0.203389830508475; 0 0.181818181818182 0.529411764705882 0.169491525423729; 0 0.212121212121212 0.264705882352941 0.627118644067797]	[0.000367107195301028 0 0 0; 0.000367107195301028 0.378787878787879 0.0588235294117647 0.203389830508475; 0 0.181818181818182 0.529411764705882 0.169491525423729; 0 0.212121212121212 0.264705882352941 0.627118644067797]	[2724 66 34 59]
HARA	HARA_3in	1995	[0.0169491525423729 0.0232558139534884 0 0.517; 0.305084745762712 0.441860465116279 0.146341463414634 0.131147540983607; 0.0169491525423729 0.255813953488372 0.73170731707317 0.622950819672131; 0 0.0465116279069767 0.073170731707317 0.19672131147541]	[0.0169491525423729 0.0232558139534884 0 0; 0.305084745762712 0.441860465116279 0.146341463414634 0.131147540983607; 0.0169491525423729 0.255813953488372 0.73170731707317 0.622950819672131; 0 0.0465116279069767 0.073170731707317 0.19672131147541]	[59 43 41 61]
HARA	HARA_3in	1996	[0 0 0 2.294; 0.21875 0.517857142857143 0.175 0.117647058823529; 0.03125 0.0714285714285714 0.55 0.411764705882353; 0 0.0535714285714286 0.1625 0.411764705882353]	[0 0 0 0; 0.21875 0.517857142857143 0.175 0.117647058823529; 0.03125 0.0714285714285714 0.55 0.411764705882353; 0 0.0535714285714286 0.1625 0.411764705882353]	[32 56 80 17]
HARA	HARA_3in	1997	[0 0 0 0.958; 0.146341463414634 0.509090909090909 0.105263157894737 0.0416666666666667; 0 0.145454545454545 0.263157894736842 0.208333333333333; 0 0.109090909090909 0.526315789473684 0.625]	[0 0 0 0; 0.146341463414634 0.509090909090909 0.105263157894737 0.0416666666666667; 0 0.145454545454545 0.263157894736842 0.208333333333333; 0 0.109090909090909 0.526315789473684 0.625]	[41 55 57 24]
HARA	HARA_3in	1998	[0 0 0 0.745; 0.173913043478261 0.560975609756098 0.344827586206897 0.196078431372549; 0 0.073170731707317 0.379310344827586 0.372549019607843; 0 0 0.0689655172413793 0.254901960784314]	[0 0 0 0; 0.173913043478261 0.560975609756098 0.344827586206897 0.196078431372549; 0 0.073170731707317 0.379310344827586 0.372549019607843; 0 0 0.0689655172413793 0.254901960784314]	[23 41 29 51]
HARA	HARA_3out	1991	[0 0 0 0.478; 0 0.432692307692308 0.285714285714286 0.130434782608696; 0.1 0.0961538461538462 0.438775510204082 0.478260869565217; 0 0.00961538461538462 0.0612244897959184 0.304347826086956]	[0 0 0 0; 0 0.432692307692308 0.285714285714286 0.130434782608696; 0.1 0.0961538461538462 0.438775510204082 0.478260869565217; 0 0.00961538461538462 0.0612244897959184 0.304347826086956]	[10 104 98 23]
HARA	HARA_3out	1992	[0 0 0 0.25; 0.5 0.193181818181818 0.0149253731343284 0; 0 0.272727272727273 0.194029850746269 0; 0.2 0.420454545454546 0.746268656716418 0.9375]	[0 0 0 0; 0.5 0.193181818181818 0.0149253731343284 0; 0 0.272727272727273 0.194029850746269 0; 0.2 0.420454545454546 0.746268656716418 0.9375]	[10 88 67 16]
HARA	HARA_3out	1993	[0 0 0 0.198; 0 0.583333333333333 0.289473684210526 0.150943396226415; 0 0.25 0.447368421052632 0.490566037735849; 0 0.0416666666666667 0.210526315789474 0.292452830188679]	[0 0 0 0; 0 0.583333333333333 0.289473684210526 0.150943396226415; 0 0.25 0.447368421052632 0.490566037735849; 0 0.0416666666666667 0.210526315789474 0.292452830188679]	[4 24 38 106]
HARA	HARA_3out	1994	[0 0 0 0.022; 0.00168918918918919 0.276595744680851 0.0632911392405063 0.0681818181818182; 0 0.340425531914894 0.405063291139241 0.181818181818182; 0 0.212765957446809 0.430379746835443 0.681818181818182]	[0 0 0 0; 0.00168918918918919 0.276595744680851 0.0632911392405063 0.0681818181818182; 0 0.340425531914894 0.405063291139241 0.181818181818182; 0 0.212765957446809 0.430379746835443 0.681818181818182]	[1184 47 79 44]
HARA	HARA_3out	1995	[0 0.0434782608695652 0 0.52; 1 0.478260869565217 0.0701754385964912 0.108108108108108; 0 0.304347826086956 0.771929824561403 0.608108108108108; 0 0.0869565217391304 0.12280701754386 0.283783783783784]	[0 0.0434782608695652 0 0; 1 0.478260869565217 0.0701754385964912 0.108108108108108; 0 0.304347826086956 0.771929824561403 0.608108108108108; 0 0.0869565217391304 0.12280701754386 0.283783783783784]	[1 23 57 74]
HARA	HARA_3out	1996	[0 0 0 0.833; 0.0256410256410256 0.52 0.09375 0.0333333333333333; 0 0.32 0.46875 0.333333333333333; 0 0.08 0.416666666666667 0.566666666666667]	[0 0 0 0; 0.0256410256410256 0.52 0.09375 0.0333333333333333; 0 0.32 0.46875 0.333333333333333; 0 0.08 0.416666666666667 0.566666666666667]	[39 25 96 30]
HARA	HARA_3out	1997	[0 0 0 1.271; 0.08 0.333333333333333 0.0476190476190476 0.0338983050847458; 0 0.291666666666667 0.523809523809524 0.135593220338983; 0 0.25 0.396825396825397 0.745762711864407]	[0 0 0 0; 0.08 0.333333333333333 0.0476190476190476 0.0338983050847458; 0 0.291666666666667 0.523809523809524 0.135593220338983; 0 0.25 0.396825396825397 0.745762711864407]	[25 24 63 59]
HARA	HARA_3out	1998	[0 0 0 1.627; 0.146666666666667 0.733333333333333 0.0625 0.0533333333333333; 0.0133333333333333 0.2 0.833333333333333 0.573333333333333; 0 0 0.0416666666666667 0.306666666666667]	[0 0 0 0; 0.146666666666667 0.733333333333333 0.0625 0.0533333333333333; 0.0133333333333333 0.2 0.833333333333333 0.573333333333333; 0 0 0.0416666666666667 0.306666666666667]	[75 15 48 75]
HARA	HARA_4in	1991	[0 0 0 1.325; 0 0.528301886792453 0.5 0.2; 0 0.00628930817610063 0.4 0.4; 0 0 0.1 0.4]	[0 0 0 0; 0 0.528301886792453 0.5 0.2; 0 0.00628930817610063 0.4 0.4; 0 0 0.1 0.4]	[1 159 10 5]
HARA	HARA_4in	1992	[0 0 0 0.1665; 0.333333333333333 0.445652173913044 0 0; 0 0.119565217391304 0.142857142857143 0.333333333333333; 0 0.0760869565217391 0.428571428571428 0.333333333333333]	[0 0 0 0; 0.333333333333333 0.445652173913044 0 0; 0 0.119565217391304 0.142857142857143 0.333333333333333; 0 0.0760869565217391 0.428571428571428 0.333333333333333]	[12 92 7 3]
HARA	HARA_4in	1993	[0 0 0 1.2085; 0 0.645833333333333 0.307692307692308 0.416666666666667; 0 0.0833333333333333 0.230769230769231 0.0833333333333333; 0 0.145833333333333 0.384615384615385 0.416666666666667]	[0 0 0 0; 0 0.645833333333333 0.307692307692308 0.416666666666667; 0 0.0833333333333333 0.230769230769231 0.0833333333333333; 0 0.145833333333333 0.384615384615385 0.416666666666667]	[1 48 13 12]
HARA	HARA_4in	1994	[0 0 0 0.4585; 0.00282485875706215 0.463414634146341 0.444444444444444 0.111111111111111; 0 0.097560975609756 0.222222222222222 0.277777777777778; 0 0.24390243902439 0.222222222222222 0.555555555555556]	[0 0 0 0; 0.00282485875706215 0.463414634146341 0.444444444444444 0.111111111111111; 0 0.097560975609756 0.222222222222222 0.277777777777778; 0 0.24390243902439 0.222222222222222 0.555555555555556]	[354 41 9 18]
HARA	HARA_4in	1995	[0 0.037037037037037 0 0.665; 0.0833333333333333 0.592592592592593 0.0833333333333333 0.25; 0 0.111111111111111 0.666666666666667 0.583333333333333; 0 0.0740740740740741 0.25 0.125]	[0 0.037037037037037 0 0; 0.0833333333333333 0.592592592592593 0.0833333333333333 0.25; 0 0.111111111111111 0.666666666666667 0.583333333333333; 0 0.0740740740740741 0.25 0.125]	[12 27 12 24]
HARA	HARA_4in	1996	[0 0 0 1.768; 0.0769230769230769 0.44 0.241379310344828 0.125; 0 0.2 0.586206896551724 0.75; 0 0.04 0.0689655172413793 0.125]	[0 0 0 0; 0.0769230769230769 0.44 0.241379310344828 0.125; 0 0.2 0.586206896551724 0.75; 0 0.04 0.0689655172413793 0.125]	[26 25 29 8]
HARA	HARA_4in	1997	[0 0 0 4.625; 0.2 0.608695652173913 0.107142857142857 0.5; 0 0.0869565217391304 0.25 0.25; 0 0.0869565217391304 0.535714285714286 0.25]	[0 0 0 0; 0.2 0.608695652173913 0.107142857142857 0.5; 0 0.0869565217391304 0.25 0.25; 0 0.0869565217391304 0.535714285714286 0.25]	[10 23 28 4]
HARA	HARA_4in	1998	[0 0 0 0.736; 0.444444444444444 0.590909090909091 0.3 0.166666666666667; 0 0.272727272727273 0.3 0.388888888888889; 0 0 0.3 0.333333333333333]	[0 0 0 0; 0.444444444444444 0.590909090909091 0.3 0.166666666666667; 0 0.272727272727273 0.3 0.388888888888889; 0 0 0.3 0.333333333333333]	[9 22 10 18]
HARA	HARA_4out	1991	[0 0 0 3.2855; 0 0.62280701754386 0.384615384615385 0.571428571428571; 0 0.0350877192982456 0.384615384615385 0.285714285714286; 0 0.0087719298245614 0 0]	[0 0 0 0; 0 0.62280701754386 0.384615384615385 0.571428571428571; 0 0.0350877192982456 0.384615384615385 0.285714285714286; 0 0.0087719298245614 0 0]	[1 114 13 7]
HARA	HARA_4out	1992	[0 0 0 2.2015; 0.545454545454545 0.424242424242424 0.0769230769230769 0; 0 0.0707070707070707 0.153846153846154 0.5; 0 0.222222222222222 0.461538461538462 0.5]	[0 0 0 0; 0.545454545454545 0.424242424242424 0.0769230769230769 0; 0 0.0707070707070707 0.153846153846154 0.5; 0 0.222222222222222 0.461538461538462 0.5]	[11 99 13 2]
HARA	HARA_4out	1993	[0 0 0 0.1965; 0.6 0.830188679245283 0.5 0.413793103448276; 0 0.0188679245283019 0.1 0.275862068965517; 0 0.0754716981132075 0.4 0.241379310344828]	[0 0 0 0; 0.6 0.830188679245283 0.5 0.413793103448276; 0 0.0188679245283019 0.1 0.275862068965517; 0 0.0754716981132075 0.4 0.241379310344828]	[5 53 10 29]
HARA	HARA_4out	1994	[0 0 0 1.0335; 0.00298507462686567 0.507462686567164 0.272727272727273 0.2; 0 0.149253731343284 0.363636363636364 0.4; 0 0.0895522388059701 0.272727272727273 0.2]	[0 0 0 0; 0.00298507462686567 0.507462686567164 0.272727272727273 0.2; 0 0.149253731343284 0.363636363636364 0.4; 0 0.0895522388059701 0.272727272727273 0.2]	[335 67 11 15]
HARA	HARA_4out	1995	[0 0 0 0.4165; 0.125 0.733333333333333 0.363636363636364 0.615384615384615; 0 0.0888888888888889 0.363636363636364 0.384615384615385; 0 0.0444444444444445 0.090909090909091 0]	[0 0 0 0; 0.125 0.733333333333333 0.363636363636364 0.615384615384615; 0 0.0888888888888889 0.363636363636364 0.384615384615385; 0 0.0444444444444445 0.090909090909091 0]	[16 45 22 13]
HARA	HARA_4out	1996	[0 0 0 5.6605; 0.2 0.535714285714286 0.444444444444444 0.25; 0 0.142857142857143 0.277777777777778 0.25; 0 0.0714285714285714 0.166666666666667 0.25]	[0 0 0 0; 0.2 0.535714285714286 0.444444444444444 0.25; 0 0.142857142857143 0.277777777777778 0.25; 0 0.0714285714285714 0.166666666666667 0.25]	[10 56 18 4]
HARA	HARA_4out	1997	[0 0 0 2.5625; 0.260869565217391 0.48780487804878 0.6 0; 0 0.317073170731707 0.133333333333333 0.75; 0 0 0.2 0.25]	[0 0 0 0; 0.260869565217391 0.48780487804878 0.6 0; 0 0.317073170731707 0.133333333333333 0.75; 0 0 0.2 0.25]	[23 41 15 8]
HARA	HARA_4out	1998	[0 0 0 3.875; 0.235294117647059 0.628571428571429 0.380952380952381 0.2; 0 0.171428571428571 0.523809523809524 0.4; 0 0 0 0.4]	[0 0 0 0; 0.235294117647059 0.628571428571429 0.380952380952381 0.2; 0 0.171428571428571 0.523809523809524 0.4; 0 0 0 0.4]	[17 35 21 5]
HOCO	HOCO_1	1993	[0 0 0 0.103 0.205 0.38; 0.590909090909091 0.471428571428571 0.242857142857143 0.0689655172413793 0.0508474576271186 0; 0.227272727272727 0.192857142857143 0.228571428571429 0.0344827586206896 0.0338983050847458 0; 0.0681818181818182 0.157142857142857 0.171428571428571 0.344827586206897 0.203389830508475 0.0952380952380952; 0.0454545454545455 0.0928571428571429 0.171428571428571 0.252873563218391 0.288135593220339 0.285714285714286; 0 0.0642857142857143 0.128571428571429 0.241379310344828 0.423728813559322 0.595238095238095]	[0 0 0 0 0 0; 0.590909090909091 0.471428571428571 0.242857142857143 0.0689655172413793 0.0508474576271186 0; 0.227272727272727 0.192857142857143 0.228571428571429 0.0344827586206896 0.0338983050847458 0; 0.0681818181818182 0.157142857142857 0.171428571428571 0.344827586206897 0.203389830508475 0.0952380952380952; 0.0454545454545455 0.0928571428571429 0.171428571428571 0.252873563218391 0.288135593220339 0.285714285714286; 0 0.0642857142857143 0.128571428571429 0.241379310344828 0.423728813559322 0.595238095238095]	[44 141 70 87 59 42]
HOCO	HOCO_1	1994	[0 0 0 0.149 0.297 0.587; 0.486486486486487 0.495726495726496 0.315789473684211 0.212765957446809 0.21505376344086 0.0520833333333333; 0.459459459459459 0.273504273504273 0.473684210526316 0.276595744680851 0.21505376344086 0.0625; 0.027027027027027 0.102564102564103 0.087719298245614 0.287234042553192 0.268817204301075 0.197916666666667; 0 0.0170940170940171 0.0350877192982456 0.138297872340426 0.193548387096774 0.28125; 0 0.00854700854700855 0.0350877192982456 0 0.0430107526881721 0.333333333333333]	[0 0 0 0 0 0; 0.486486486486487 0.495726495726496 0.315789473684211 0.212765957446809 0.21505376344086 0.0520833333333333; 0.459459459459459 0.273504273504273 0.473684210526316 0.276595744680851 0.21505376344086 0.0625; 0.027027027027027 0.102564102564103 0.087719298245614 0.287234042553192 0.268817204301075 0.197916666666667; 0 0.0170940170940171 0.0350877192982456 0.138297872340426 0.193548387096774 0.28125; 0 0.00854700854700855 0.0350877192982456 0 0.0430107526881721 0.333333333333333]	[37 118 58 96 93 96]
HOCO	HOCO_1	1995	[0 0 0 0.162 0.324 0.697; 0.693877551020408 0.60431654676259 0.1796875 0.170212765957447 0.09375 0.0465116279069767; 0.0816326530612245 0.244604316546763 0.4140625 0.276595744680851 0.09375 0.0465116279069767; 0 0.0431654676258993 0.2890625 0.24468085106383 0.171875 0.0697674418604651; 0 0.0359712230215827 0.0625 0.180851063829787 0.375 0.302325581395349; 0 0.0215827338129496 0.0234375 0.074468085106383 0.25 0.534883720930233]	[0 0 0 0 0 0; 0.693877551020408 0.60431654676259 0.1796875 0.170212765957447 0.09375 0.0465116279069767; 0.0816326530612245 0.244604316546763 0.4140625 0.276595744680851 0.09375 0.0465116279069767; 0 0.0431654676258993 0.2890625 0.24468085106383 0.171875 0.0697674418604651; 0 0.0359712230215827 0.0625 0.180851063829787 0.375 0.302325581395349; 0 0.0215827338129496 0.0234375 0.074468085106383 0.25 0.534883720930233]	[98 139 129 94 65 43]
HOCO	HOCO_1	1996	[0 0 0 0.168 0.337 0.695; 0.575757575757576 0.45959595959596 0.201550387596899 0.132530120481928 0.0579710144927536 0.0192307692307692; 0.121212121212121 0.131313131313131 0.37984496124031 0.265060240963855 0.101449275362319 0.115384615384615; 0 0.0656565656565657 0.201550387596899 0.253012048192771 0.231884057971014 0.0384615384615385; 0 0.0101010101010101 0.0930232558139535 0.204819277108434 0.289855072463768 0.0961538461538462; 0 0.0202020202020202 0.0310077519379845 0.108433734939759 0.231884057971014 0.692307692307692]	[0 0 0 0 0 0; 0.575757575757576 0.45959595959596 0.201550387596899 0.132530120481928 0.0579710144927536 0.0192307692307692; 0.121212121212121 0.131313131313131 0.37984496124031 0.265060240963855 0.101449275362319 0.115384615384615; 0 0.0656565656565657 0.201550387596899 0.253012048192771 0.231884057971014 0.0384615384615385; 0 0.0101010101010101 0.0930232558139535 0.204819277108434 0.289855072463768 0.0961538461538462; 0 0.0202020202020202 0.0310077519379845 0.108433734939759 0.231884057971014 0.692307692307692]	[66 199 129 83 69 52]
HOCO	HOCO_1	1997	[0 0 0 0.076 0.152 0.332; 0.506849315068493 0.608187134502924 0.305084745762712 0.1375 0.175438596491228 0.130434782608696; 0.150684931506849 0.12280701754386 0.406779661016949 0.25 0.105263157894737 0.101449275362319; 0 0.087719298245614 0.0847457627118644 0.3375 0.315789473684211 0.144927536231884; 0 0.0116959064327485 0.0423728813559322 0.15 0.280701754385965 0.202898550724638; 0 0 0.0254237288135593 0.0125 0.0526315789473684 0.376811594202899]	[0 0 0 0 0 0; 0.506849315068493 0.608187134502924 0.305084745762712 0.1375 0.175438596491228 0.130434782608696; 0.150684931506849 0.12280701754386 0.406779661016949 0.25 0.105263157894737 0.101449275362319; 0 0.087719298245614 0.0847457627118644 0.3375 0.315789473684211 0.144927536231884; 0 0.0116959064327485 0.0423728813559322 0.15 0.280701754385965 0.202898550724638; 0 0 0.0254237288135593 0.0125 0.0526315789473684 0.376811594202899]	[73 171 118 80 57 70]
