Quadrat.ID,Region,Age,Redox.potential,Relative.tidal.height,Spar,Sali,Suae,Atri,Aste,Limo,Pucc,Trig,Plan,Elyt
PAUL 11,humber,MR,404,0.95,0,0,0,0,0,0,0,0,0,0
PAUL 12,humber,MR,402,0.97,0,0,0,0,1,0,0,0,0,1
PAUL 13,humber,MR,401,0.95,0,0,0,0,0,0,0,0,0,0
PAUL 14,humber,MR,414,0.96,0,0,0,0,0,0,1,0,0,0
PAUL 15,humber,MR,421,0.95,0,0,0,0,0,0,0,0,0,0
PAUL 16,humber,MR,444,0.94,0,0,0,0,0,0,0,0,0,1
PAUL 17,humber,MR,344,0.72,0,0,0,0,0,0,0,0,0,0
PAUL 18,humber,MR,339,0.77,0,0,0,0,0,0,1,0,0,0
PAUL 19,humber,MR,329,1.02,0,0,0,0,1,0,1,0,0,0
PAUL 20,humber,MR,328,0.74,0,0,0,0,0,0,1,0,0,0
PAUL 21,humber,MR,402,0.85,0,0,0,0,0,0,1,0,0,0
PAUL 22,humber,MR,381,0.96,0,0,0,0,0,0,0,0,0,1
PAUL 23,humber,MR,358,0.96,0,1,0,0,0,0,0,0,0,0
PAUL 24,humber,MR,401,0.91,0,0,0,0,0,0,1,0,0,0
PAUL 25,humber,MR,376,0.93,0,1,0,0,0,0,0,0,0,0
PAUL 26,humber,MR,360,0.89,0,0,0,0,0,0,0,0,0,0
PAUL 28,humber,MR,391,0.88,0,0,0,0,0,0,1,0,0,1
PAUL 29,humber,MR,355,0.93,0,0,0,0,0,0,0,0,0,1
PAUL 30,humber,MR,404,1.15,0,0,0,0,0,0,0,0,0,1
PAUL 31,humber,MR,377,0.96,0,0,0,0,0,0,0,0,0,1
PAUL 32,humber,MR,420,0.94,0,0,0,0,0,0,0,0,0,1
PAUL 33,humber,MR,405,0.91,0,0,0,0,0,0,0,0,0,1
PAUL 34,humber,MR,382,0.94,0,0,0,0,0,0,0,0,0,0
PAUL 35,humber,MR,368,0.86,0,0,0,0,0,0,1,0,0,0
PAUL 36,humber,MR,374,0.91,0,0,0,0,0,0,0,0,0,1
PAUL 37,humber,MR,398,0.85,0,0,0,0,0,0,0,0,0,0
PAUL 38,humber,MR,345,1.02,0,0,0,0,0,0,0,0,0,1
PAUL 39,humber,MR,391,1.01,0,0,0,0,0,0,0,0,0,1
PAUL 40,humber,MR,382,1.01,0,0,0,0,0,0,0,0,0,0
PAUL 41,humber,MR,367,0.94,0,0,0,0,0,0,0,0,0,0
PAUL 42,humber,MR,354,0.93,0,0,0,0,0,0,0,0,0,1
PAUL 43,humber,MR,382,0.94,0,0,0,0,0,0,0,0,0,1
PAUL 44,humber,MR,401,0.96,0,0,0,0,0,0,0,0,0,1
PAUL 45,humber,MR,360,0.49,1,1,0,0,0,0,0,0,0,0
PAUL 46,humber,MR,329,0.64,0,1,0,0,0,0,0,0,0,0
PAUL 47,humber,MR,340,0.67,0,1,0,0,0,0,0,0,0,0
PAUL 48,humber,MR,317,0.59,0,0,1,0,0,0,0,0,0,0
PAUL 49,humber,MR,351,0.62,0,0,0,0,0,0,1,0,0,0
PAUL 50,humber,MR,362,0.62,0,0,0,0,1,0,0,0,0,0
STP01,essex,NAT,384,0.76,1,0,0,1,0,0,1,0,0,0
STP02,essex,NAT,404,0.79,0,0,0,1,0,0,1,0,0,0
STP03,essex,NAT,310,0.18,0,1,0,0,1,0,1,0,0,0
STP04,essex,NAT,293,0.62,0,0,0,1,1,0,0,0,0,0
STP05,essex,NAT,404,0.69,0,0,1,0,0,1,1,0,0,0
STP06,essex,NAT,373,0.61,0,0,0,1,1,0,1,1,0,0
STP07,essex,NAT,314,0.69,0,0,1,1,1,0,1,0,0,0
STP08,essex,NAT,304,0.74,0,1,1,0,0,1,1,1,1,0
STP09,essex,NAT,271,0.69,0,0,1,0,1,1,1,0,0,0
STP10,essex,NAT,344,0.69,0,0,0,1,1,0,1,1,0,0
STP11,essex,NAT,371,0.68,0,0,0,1,1,1,1,0,0,0
STP12,essex,NAT,358,0.71,0,0,1,0,1,1,1,0,0,0
STP13,essex,NAT,322,0.46,0,0,1,1,1,0,1,0,0,0
STP14,essex,NAT,369,0.67,0,0,0,1,0,0,0,0,0,0
STP15,essex,NAT,349,0.72,0,0,0,1,0,1,1,0,0,0
STP16,essex,NAT,343,0.72,1,0,0,0,0,0,1,0,0,0
STP17,essex,NAT,232,0.73,1,1,0,0,0,1,1,1,0,0
STP18,essex,NAT,282,0.68,0,1,1,1,0,1,1,1,0,0
STP19,essex,NAT,-46,0.71,1,1,0,0,0,1,1,0,0,0
STP20,essex,NAT,113,0.71,1,1,0,0,0,1,1,1,0,0
STP21,essex,NAT,290,0.72,0,1,0,1,0,0,1,1,0,0
STP22,essex,NAT,207,0.64,1,1,0,0,0,1,1,1,0,0
STP23,essex,NAT,105,0.64,1,1,0,0,0,1,1,1,0,0
STP24,essex,NAT,219,0.54,1,0,0,0,0,1,1,0,0,0
STP25,essex,NAT,91,-0.36,1,1,0,0,0,0,0,0,0,0
STP27,essex,NAT,296,0.54,1,1,0,0,0,1,1,0,0,0
STP28,essex,NAT,202,0.76,1,1,0,0,0,1,1,1,0,0
STP29,essex,NAT,-16,0.79,1,0,0,0,0,0,0,0,0,0
STP30,essex,NAT,229,1.08,0,1,0,0,0,1,1,0,1,0
STP32,essex,NAT,387,1.21,0,1,0,0,0,1,1,1,0,0
STP33,essex,NAT,324,1.16,0,0,0,0,0,1,1,1,0,0
STP34,essex,NAT,294,1.02,0,1,0,0,0,1,1,0,0,0
STP35,essex,NAT,334,0.94,0,1,0,0,0,1,1,0,0,0
STP36,essex,NAT,307,0.92,0,1,0,0,0,0,1,0,0,0
STP37,essex,NAT,164,0.89,0,1,0,0,0,0,1,0,0,0
STP38,essex,NAT,248,0.75,0,1,0,0,0,1,1,1,0,0
STP39,essex,NAT,279,0.75,0,0,0,0,0,1,0,1,0,0
STP40,essex,NAT,374,0.68,0,0,0,1,0,0,1,0,0,0
STP41,essex,NAT,374,0.62,1,0,0,1,0,1,1,0,0,0
STP42,essex,NAT,334,0.68,0,1,1,1,1,1,1,0,0,0
STP43,essex,NAT,291,0.64,0,0,0,1,0,1,1,0,0,0
STP44,essex,NAT,344,0.7,0,0,0,0,0,0,1,1,0,0
STP45,essex,NAT,256,0.48,1,0,0,0,1,1,1,0,0,0
STP46,essex,NAT,284,0.81,1,0,0,0,1,1,1,1,0,0
STP47,essex,NAT,304,0.64,1,0,0,0,1,1,1,0,0,0
STP48,essex,NAT,280,0.83,0,1,1,1,0,1,1,1,0,0
STP49,essex,NAT,324,0.27,1,0,0,0,0,0,1,0,0,0
STP50,essex,NAT,331,0.61,0,0,0,1,1,0,1,0,0,0
THRM_01,norfolk,NAT,398,0.92,0,0,0,1,0,1,1,0,0,0
THRM_02,norfolk,NAT,363,0.96,0,0,0,1,0,0,0,0,0,1
THRM_03,norfolk,NAT,382,0.98,0,0,0,0,1,1,1,1,0,0
THRM_04,norfolk,NAT,381,1.03,0,0,0,1,0,0,0,0,0,1
THRM_05,norfolk,NAT,357,0.99,0,0,0,1,0,0,0,0,0,0
THRM_06,norfolk,NAT,398,1.04,0,0,0,1,0,0,1,0,0,1
THRM_07,norfolk,NAT,368,0.94,0,0,0,0,1,1,1,1,0,0
THRM_08,norfolk,NAT,328,0.92,0,1,0,0,1,1,1,1,0,0
THRM_09,norfolk,NAT,365,0.88,0,0,0,1,0,0,1,0,0,0
THRM_10,norfolk,NAT,393,0.95,0,0,0,1,0,1,1,0,0,0
THRM_11,norfolk,NAT,344,0.91,0,1,0,0,1,1,1,1,0,0
THRM_12,norfolk,NAT,298,0.92,0,0,1,1,1,1,1,0,0,0
THRM_13,norfolk,NAT,278,0.93,0,0,0,1,0,0,1,0,0,0
THRM_14,norfolk,NAT,316,0.79,0,0,1,1,0,0,1,0,0,0
THRM_15,norfolk,NAT,349,0.92,0,0,1,1,1,1,1,1,1,0
THRM_16,norfolk,NAT,282,0.77,0,0,1,1,1,1,1,0,0,0
THRM_17,norfolk,NAT,354,1.03,0,0,0,0,0,0,0,0,0,1
THRM_18,norfolk,NAT,341,0.88,0,0,1,1,1,1,1,1,1,0
THRM_19,norfolk,NAT,337,0.82,0,0,1,1,0,0,1,0,0,0
THRM_20,norfolk,NAT,367,0.82,0,0,1,1,0,1,1,0,0,0
THRM_21,norfolk,NAT,329,0.8,0,0,1,1,1,0,1,0,0,0
THRM_22,norfolk,NAT,244,0.8,0,1,1,1,1,1,1,0,0,0
THRM_23,norfolk,NAT,292,0.2,0,1,0,0,0,0,0,0,0,0
THRM_24,norfolk,NAT,264,0.76,0,1,1,1,0,1,1,0,0,0
THRM_25,norfolk,NAT,264,0.5,1,1,0,0,0,0,0,0,0,0
THRM_26,norfolk,NAT,339,0.73,0,1,1,1,0,0,1,0,0,0
THRM_27,norfolk,NAT,301,0.71,0,1,1,1,1,0,0,0,0,0
THRM_28,norfolk,NAT,344,0.77,0,1,1,0,1,0,1,0,0,0
THRM_29,norfolk,NAT,339,0.78,0,0,1,1,1,0,0,0,0,0
THRM_30,norfolk,NAT,313,0.71,1,0,1,1,0,0,1,0,0,0
THRM_31,norfolk,NAT,339,0.79,0,0,1,1,0,0,1,0,0,0
THRM_32,norfolk,NAT,287,0.83,0,0,1,1,0,0,1,0,1,0
THRM_33,norfolk,NAT,344,0.78,0,0,1,1,0,1,1,0,0,0
THRM_34,norfolk,NAT,348,0.77,0,0,0,1,1,1,1,1,0,0
THRM_35,norfolk,NAT,294,0.8,0,0,1,1,0,0,1,0,0,0
THRM_36,norfolk,NAT,335,0.79,0,0,1,1,0,1,1,0,0,0
THRM_37,norfolk,NAT,338,0.78,1,0,1,1,1,0,1,0,0,0
THRM_38,norfolk,NAT,354,0.75,0,0,0,1,0,0,1,0,0,0
THRM_39,norfolk,NAT,282,0.83,0,0,0,1,1,1,1,0,0,0
THRM_40,norfolk,NAT,290,0.93,0,0,0,1,1,0,1,0,0,0
THRM_41,norfolk,NAT,335,0.95,0,0,0,1,1,1,1,0,0,0
THRM_42,norfolk,NAT,259,0.95,0,0,0,1,1,1,1,0,0,0
THRM_43,norfolk,NAT,347,0.91,0,0,0,1,0,0,1,0,0,0
THRM_45,norfolk,NAT,260,0.95,0,0,0,1,1,1,1,0,0,0
THRM_46,norfolk,NAT,282,0.92,0,1,0,0,1,1,1,1,0,0
THRM_47,norfolk,NAT,278,1.01,1,1,0,1,1,1,1,1,0,0
THRM_48,norfolk,NAT,330,0.99,0,1,1,0,1,1,1,0,0,0
THRM_49,norfolk,NAT,350,0.94,0,0,0,0,0,1,1,1,0,0
THRM_50,norfolk,NAT,339,1.01,0,0,0,1,0,0,1,0,0,0
TITCH 01,norfolk,NAT,331,1.26,0,0,0,1,0,0,0,0,0,0
TITCH 02,norfolk,NAT,323,1.12,0,0,1,1,0,1,1,0,0,0
TITCH 03,norfolk,NAT,361,1.25,0,1,1,1,1,1,1,1,0,0
TITCH 04,norfolk,NAT,347,1.26,0,0,0,1,0,0,0,0,0,0
TITCH 05,norfolk,NAT,366,1.23,0,0,0,1,0,0,1,0,0,0
TITCH 06,norfolk,NAT,333,1.18,0,0,0,1,1,1,1,0,0,0
TITCH 07,norfolk,NAT,332,1.19,0,0,0,1,1,1,1,0,0,0
TITCH 08,norfolk,NAT,387,1.23,0,0,1,1,1,1,1,0,1,0
TITCH 09,norfolk,NAT,327,1.19,0,0,1,1,0,1,1,0,0,0
TITCH 10,norfolk,NAT,260,1.1,0,1,0,0,0,0,0,0,0,0
TITCH 11,norfolk,NAT,333,1.14,0,0,1,1,0,0,1,0,0,0
TITCH 12,norfolk,NAT,363,1.24,0,0,0,1,0,0,1,0,0,0
TITCH 13,norfolk,NAT,358,1.19,0,0,0,1,0,0,1,0,0,0
TITCH 14,norfolk,NAT,406,1.27,0,0,0,1,1,0,1,0,0,0
TITCH 15,norfolk,NAT,393,0.62,0,0,1,1,1,0,1,0,0,0
TITCH 16,norfolk,NAT,349,0.53,0,0,1,1,0,0,0,0,0,0
TITCH 17,norfolk,NAT,307,0.68,0,0,1,1,1,0,1,0,0,0
TITCH 18,norfolk,NAT,269,0.52,0,0,1,1,1,0,1,0,0,0
TITCH 19,norfolk,NAT,334,0.58,0,0,1,1,0,0,1,1,0,0
TITCH 20,norfolk,NAT,356,0.64,0,0,0,1,0,0,0,0,0,0
TITCH 21,norfolk,NAT,356,0.62,0,0,1,1,0,0,1,0,0,0
TITCH 22,norfolk,NAT,337,0.58,0,1,1,1,1,1,1,0,0,0
TITCH 23,norfolk,NAT,299,0.52,0,1,1,1,1,1,1,0,0,0
TITCH 24,norfolk,NAT,315,0.59,0,0,1,1,1,0,1,0,0,0
TITCH 25,norfolk,NAT,248,0.43,0,1,0,0,1,0,0,0,0,0
TITCH 26,norfolk,NAT,303,0.55,0,0,1,1,1,1,1,0,0,0
TITCH 27,norfolk,NAT,226,0.37,1,0,0,0,0,0,0,0,0,0
TITCH 28,norfolk,NAT,170,0.27,0,1,0,0,0,1,0,0,0,0
TITCH 29,norfolk,NAT,189,0.36,1,1,1,0,0,0,1,0,0,0
TITCH 30,norfolk,NAT,376,0.6,0,0,1,1,0,1,1,0,0,0
TITCH 31,norfolk,NAT,289,0.68,0,0,0,1,0,1,1,0,0,0
TITCH 32,norfolk,NAT,351,0.79,0,0,0,1,0,1,1,0,0,0
TITCH 33,norfolk,NAT,357,0.89,0,0,1,1,0,0,0,0,0,1
TITCH 34,norfolk,NAT,332,0.94,0,0,0,0,0,0,0,0,0,1
TITCH 35,norfolk,NAT,337,0.8,0,1,0,1,0,0,1,0,0,0
TITCH 37,norfolk,NAT,393,0.83,0,1,1,1,0,0,1,0,0,0
TITCH 38,norfolk,NAT,293,0.71,0,0,1,0,0,0,0,0,0,0
TITCH 39,norfolk,NAT,317,0.9,0,0,0,1,0,1,1,0,0,0
TITCH 40,norfolk,NAT,311,1.38,0,0,0,0,0,0,0,0,0,1
TITCH 41,norfolk,NAT,318,0.88,0,0,0,1,0,1,0,1,1,0
TITCH 42,norfolk,NAT,275,0.9,0,1,1,1,1,1,1,1,0,0
TITCH 43,norfolk,NAT,104,0.88,1,0,0,0,0,1,0,0,0,0
TITCH 44,norfolk,NAT,385,0.99,0,0,0,1,0,1,1,1,0,0
TITCH 45,norfolk,NAT,442,1.3,0,0,0,0,0,0,0,0,0,1
TITCH 46,norfolk,NAT,246,0.95,0,0,1,0,0,1,0,0,1,0
TITCH 47,norfolk,NAT,211,0.89,0,1,1,0,1,1,1,1,0,0
TITCH 48,norfolk,NAT,284,0.78,0,1,1,1,1,1,1,1,0,0
TITCH 49,norfolk,NAT,389,0.7,0,0,1,1,0,0,0,0,0,0
TITCH 50,norfolk,NAT,361,0.83,0,0,1,1,1,0,1,0,0,0
TITCH 51,norfolk,NAT,152,0.66,0,0,1,1,1,1,1,1,0,0
TITCH 52,norfolk,NAT,360,0.8,0,0,0,1,1,1,0,0,0,0
TITCH 53,norfolk,NAT,334,0.89,0,0,1,1,1,1,1,0,0,0
TITCH 54,norfolk,NAT,308,0.66,0,0,0,1,1,0,1,0,0,0
TITCH 55,norfolk,NAT,338,0.82,0,0,0,1,1,1,1,0,0,0
TITCH 56,norfolk,NAT,336,0.98,0,0,0,1,0,0,0,0,0,1
TITCH 57,norfolk,NAT,344,0.94,0,0,1,1,0,0,0,0,0,1
TITCH 58,norfolk,NAT,338,0.95,0,0,0,1,1,1,0,0,0,0
TITCH 59,norfolk,NAT,284,0.94,0,1,0,0,0,1,1,1,0,0
TITCH 60,norfolk,NAT,173,0.94,0,1,0,0,0,1,1,1,0,0
TITCH 61,norfolk,NAT,301,0.88,1,1,0,0,0,1,0,0,0,0
TITCH 62,norfolk,NAT,116,0.87,0,1,1,0,1,1,1,1,0,0
TITCH 63,norfolk,NAT,157,0.93,0,1,0,1,1,1,1,0,0,0
TITCH 64,norfolk,NAT,299,0.9,1,0,1,1,1,1,1,0,0,0
TITCH 65,norfolk,NAT,296,0.91,0,1,0,1,1,1,1,1,0,0
TITCH 66,norfolk,NAT,348,0.93,0,0,0,1,1,1,1,1,0,0
TITCH 67,norfolk,NAT,216,0.91,1,0,0,0,1,0,1,1,0,0
TITCH 68,norfolk,NAT,307,1.09,0,0,0,0,0,0,0,0,0,1
TITCH 69,norfolk,NAT,336,0.98,0,0,0,1,0,1,1,1,1,0
TITCH 70,norfolk,NAT,316,0.98,1,1,0,1,1,1,0,1,0,0
TITCH 71,norfolk,NAT,364,0.99,0,1,0,0,1,1,1,1,0,0
TITCH 72,norfolk,NAT,399,1.63,0,1,0,0,0,0,0,0,0,0
TITCH 73,norfolk,NAT,319,1.01,0,0,0,0,0,1,0,1,1,0
TITCH 74,norfolk,NAT,316,0.99,0,0,1,1,0,1,0,0,0,0
TITCH 75,norfolk,NAT,298,0.85,0,1,0,1,0,1,1,1,0,0
TITCH 76,norfolk,NAT,369,0.8,0,0,0,1,0,0,0,1,0,0
TITCH 77,norfolk,NAT,395,0.83,0,0,0,1,0,0,0,0,0,0
TITCH 78,norfolk,NAT,266,0.8,1,0,0,0,1,1,1,1,0,0
TITCH 79,norfolk,NAT,309,0.88,0,1,0,0,0,1,1,1,0,0
TITCH 80,norfolk,NAT,390,0.89,0,0,0,0,0,1,0,0,1,0
TITCH 81,norfolk,NAT,332,0.85,0,0,0,0,0,1,0,1,0,0
TITCH 82,norfolk,NAT,275,0.86,0,1,0,0,0,0,1,0,0,0
TITCH 83,norfolk,NAT,342,1,0,0,0,1,0,0,0,0,0,0
TITCH 84,norfolk,NAT,348,0.74,0,0,0,1,1,0,0,0,0,0
TITCH 85,norfolk,NAT,337,0.81,0,0,0,1,0,0,0,0,0,0
TITCH 86,norfolk,NAT,346,0.71,0,0,1,1,1,1,1,0,0,0
TITCH 87,norfolk,NAT,383,0.76,0,0,1,1,0,1,1,0,0,0
TITCH 88,norfolk,NAT,354,0.8,0,0,1,1,0,0,0,0,0,0
TITCH 89,norfolk,NAT,381,0.75,0,0,1,1,0,1,1,1,0,0
TITCH 90,norfolk,NAT,323,0.83,0,0,1,0,1,0,1,0,0,0
TOLL A01,essex,NAT,284,1.06,0,0,0,1,0,0,0,0,0,0
TOLL A02,essex,NAT,312,0.9,0,0,1,1,1,0,1,0,0,0
TOLL A03,essex,NAT,322,0.59,0,1,0,1,1,1,1,0,0,0
TOLL A04,essex,NAT,344,0.82,0,1,1,1,0,1,1,0,0,0
TOLL A05,essex,NAT,302,0.74,0,1,1,1,1,1,1,0,0,0
TOLL A06,essex,NAT,181,0.09,0,0,1,0,0,0,0,0,0,0
TOLL A07,essex,NAT,303,0.75,0,0,1,1,1,1,1,0,0,0
TOLL A08,essex,NAT,301,0.45,0,1,1,0,1,0,0,0,0,0
TOLL A09,essex,NAT,403,0.83,1,0,0,1,1,0,1,0,0,0
TOLL A10,essex,NAT,356,1.05,0,0,0,0,0,1,0,0,1,1
TOLL A11,essex,NAT,356,0.99,0,1,1,0,0,1,0,0,0,1
TOLL A12,essex,NAT,329,0.89,0,0,0,1,0,0,0,0,0,0
TOLL A13,essex,NAT,446,1.07,0,0,0,1,0,0,0,0,0,1
TOLL A14,essex,NAT,417,0.76,0,1,1,0,1,1,1,0,0,0
TOLL A15,essex,NAT,303,0.56,0,1,1,1,1,1,0,0,1,0
TOLL A16,essex,NAT,346,0.81,0,0,0,1,0,0,1,0,0,0
TOLL A17,essex,NAT,342,0.5,0,1,1,0,0,0,0,0,0,0
TOLL A18,essex,NAT,332,0.85,0,1,1,1,0,0,1,0,0,0
TOLL A19,essex,NAT,358,0.76,0,0,1,1,0,0,1,0,0,0
TOLL A20,essex,NAT,284,0.31,0,1,0,0,1,0,0,0,0,0
TOLL A21,essex,NAT,281,0.69,0,0,0,1,0,0,0,0,0,0
TOLL A22,essex,NAT,394,0.8,0,0,1,1,0,1,1,0,0,0
TOLL A23,essex,NAT,360,0.3,0,1,1,0,1,0,0,0,0,0
TOLL A24,essex,NAT,333,0.71,0,0,1,1,0,0,1,0,0,0
TOLL A25,essex,NAT,364,0.8,0,0,0,1,0,0,1,0,0,0
TOLL A26,essex,NAT,234,0.29,0,1,0,0,1,0,0,0,0,0
TOLL A27,essex,NAT,177,-0.31,0,1,0,0,0,0,0,0,0,0
TOLL A28,essex,NAT,364,0.66,0,1,1,1,1,1,1,0,0,0
TOLL B25,essex,NAT,254,0.8,0,1,1,0,0,1,0,1,0,0
TOLL B26,essex,NAT,308,0.74,0,1,1,0,0,1,1,0,0,0
TOLL B27,essex,NAT,414,0.75,1,1,1,0,0,1,0,0,0,0
TOLL B28,essex,NAT,310,0.87,0,1,1,0,1,0,0,0,0,0
TOLL B29,essex,NAT,376,0.85,0,0,0,1,0,0,1,0,0,0
TOLL B30,essex,NAT,391,0.42,0,1,1,0,1,0,0,0,0,0
TOLL B31,essex,NAT,321,0.51,0,1,1,1,1,0,1,0,0,0
TOLL B32,essex,NAT,230,0.04,0,1,0,0,0,0,0,0,0,0
TOLL B33,essex,NAT,48,-0.43,0,1,0,0,0,0,0,0,0,0
TOLL B34,essex,NAT,293,0.33,0,1,1,0,0,1,0,0,0,0
TOLL B35,essex,NAT,340,0.47,0,1,1,0,1,0,1,0,0,0
TOLL B36,essex,NAT,331,0.61,0,1,1,0,1,0,1,0,0,0
TOLL B37,essex,NAT,244,0.94,0,1,1,1,0,0,1,0,0,0
TOLL B38,essex,NAT,327,0.48,0,1,0,1,1,0,1,0,0,0
TOLL B39,essex,NAT,340,0.88,0,0,1,0,1,0,1,0,0,0
TOLL B40,essex,NAT,313,0.74,0,1,1,0,1,1,1,0,0,0
TOLL B41,essex,NAT,409,0.79,0,1,1,0,0,1,1,0,0,0
Wall_01,essex,MR,185,0.24,0,1,1,0,0,0,0,0,0,0
Wall_02,essex,MR,133,0.52,0,1,1,0,1,0,0,0,0,0
Wall_03,essex,MR,137,0.56,0,1,1,0,1,0,0,0,0,0
Wall_04,essex,MR,199,0.7,0,0,1,1,1,0,0,0,0,0
Wall_05,essex,MR,404,0.95,0,0,0,0,1,0,1,0,0,0
Wall_06,essex,MR,191,0.5,0,1,1,0,1,0,0,0,0,0
Wall_07,essex,MR,204.4,0.6,0,1,1,0,1,0,0,0,0,0
Wall_08,essex,MR,122,0.27,0,1,0,0,0,0,0,0,0,0
Wall_09,essex,MR,18,0.54,0,1,1,0,1,0,0,0,0,0
Wall_10,essex,MR,159,0.5,0,1,0,0,1,0,1,0,0,0
Wall_11,essex,MR,160,0.44,0,1,1,0,1,0,0,0,0,0
Wall_12,essex,MR,292,0.81,0,0,1,1,1,0,0,0,0,0
Wall_13,essex,MR,-8,0.38,0,1,0,0,0,0,0,0,0,0
Wall_14,essex,MR,105,0.45,0,1,1,0,0,0,0,0,0,0
Wall_15,essex,MR,233,0.5,0,1,1,0,0,0,0,0,0,0
Wall_16,essex,MR,215,0.42,0,1,0,0,0,0,0,0,0,0
Wall_17,essex,MR,308,0.41,0,1,1,0,1,0,0,0,0,0
Wall_18,essex,MR,290,0.46,0,0,1,0,1,0,0,0,0,0
Wall_19,essex,MR,290,0.4,0,1,0,0,0,0,0,0,0,0
Wall_20,essex,MR,278,0.43,1,1,1,0,0,0,0,0,0,0
Wall_21,essex,MR,312,0.58,0,1,1,0,1,0,0,0,0,0
Wall_22,essex,MR,404,0.84,0,0,0,1,1,0,1,0,0,0
Wall_23,essex,MR,247,0.49,0,1,1,0,1,0,0,0,0,0
Wall_24,essex,MR,269,0.47,0,1,1,0,1,0,0,0,0,0
Wall_25,essex,MR,290,0.75,0,1,1,0,1,0,1,0,0,0
Wall_26,essex,MR,274,0.73,0,1,1,0,0,0,0,0,0,0
Wall_27,essex,MR,404,0.89,0,0,0,1,0,0,0,0,0,0
Wall_28,essex,MR,404,0.82,0,0,0,1,1,0,0,0,0,1
Wall_29,essex,MR,238,0.5,0,1,1,0,1,0,0,0,0,0
Wall_30,essex,MR,187,0.47,0,1,1,0,0,0,1,0,0,0
Wall_31,essex,MR,252,0.49,0,1,0,1,0,0,0,0,0,0
Wall_32,essex,MR,276,0.52,0,1,1,0,1,0,0,0,0,0
Wall_33,essex,MR,303,0.69,0,1,1,0,1,0,0,0,0,0
Wall_34,essex,MR,404,0.9,0,0,0,1,1,0,1,0,0,1
Wall_35,essex,MR,228,0.53,0,0,1,0,1,0,0,0,0,0
Wall_36,essex,MR,371,0.66,0,0,1,1,1,0,0,0,0,0
Wall_37,essex,MR,404,0.87,0,0,1,1,1,0,0,0,0,0
Wall_38,essex,MR,404,0.89,0,0,0,1,1,0,1,0,0,1
Wall_39,essex,MR,404,0.63,0,1,1,1,1,1,0,0,0,0
Wall_40,essex,MR,404,0.87,0,0,1,1,1,0,1,0,1,0
WALL_N_01,essex,NAT,274,0.71,0,0,0,1,0,0,1,0,0,0
WALL_N_02,essex,NAT,101,0.26,0,1,1,0,0,0,0,0,0,0
WALL_N_03,essex,NAT,404,0.9,0,0,0,0,0,0,1,0,0,1
WALL_N_04,essex,NAT,160,0.72,1,0,0,0,0,1,0,0,0,0
WALL_N_05,essex,NAT,351,0.79,0,0,0,0,0,1,1,0,1,0
WALL_N_06,essex,NAT,241,0.72,0,0,1,1,0,0,1,0,0,0
WALL_N_07,essex,NAT,269,0.58,0,0,1,1,0,0,1,0,0,0
WALL_N_08,essex,NAT,228,0.7,0,0,0,1,0,0,1,0,1,0
WALL_N_09,essex,NAT,252,0.63,0,0,0,1,0,1,1,0,0,0
WALL_N_10,essex,NAT,30,0.61,0,0,0,1,1,1,1,1,0,0
WALL_N_11,essex,NAT,164,0.68,0,0,1,1,0,1,1,0,1,0
WALL_N_12,essex,NAT,182,0.64,0,1,0,0,1,1,1,0,0,0
WALL_N_13,essex,NAT,184,0.67,0,1,0,1,0,1,1,1,0,0
WALL_N_14,essex,NAT,206,0.64,0,0,0,0,0,1,1,0,0,0
WALL_N_15,essex,NAT,249,0.67,0,0,0,1,0,0,1,0,0,0
WALL_N_16,essex,NAT,239,0.66,0,0,0,1,0,0,1,0,0,0
WALL_N_17,essex,NAT,236,0.5,1,1,1,1,0,1,1,1,0,0
WALL_N_18,essex,NAT,187,0.49,1,0,0,0,0,0,1,0,0,0
WALL_N_19,essex,NAT,200,0.52,1,0,1,0,1,1,1,1,0,0
WALL_N_20,essex,NAT,404,0.86,0,0,0,0,0,0,0,0,0,0
WALL_N_21,essex,NAT,46,0.39,1,1,1,0,0,0,0,0,0,0
WALL_N_22,essex,NAT,252,0.83,0,0,0,1,0,0,1,0,0,0
WALL_N_23,essex,NAT,278,0.63,0,0,1,0,1,0,1,1,0,0
WALL_N_24,essex,NAT,168,0.6,1,0,0,0,0,1,1,1,0,0
WALL_N_25,essex,NAT,-86,0.54,1,0,0,0,0,0,0,0,0,0
WALL_N_26,essex,NAT,225,0.62,0,0,0,0,0,1,1,1,0,0
WALL_N_27,essex,NAT,261,0.7,0,0,1,1,0,1,1,0,0,0
WALL_N_28,essex,NAT,274,0.81,0,0,0,1,0,1,1,0,1,0
WALL_N_29,essex,NAT,267,0.62,0,0,1,1,0,1,1,0,1,0
WALL_N_30,essex,NAT,237,0.7,0,0,1,1,0,0,1,1,0,0
WALL_N_31,essex,NAT,209,0.55,1,0,1,1,0,0,0,0,0,0
WALL_N_32,essex,NAT,270,0.6,0,0,1,1,0,0,1,0,1,0
WALL_N_33,essex,NAT,273,0.67,0,0,0,0,1,0,1,1,0,0
WALL_N_34,essex,NAT,299,0.78,0,0,0,1,0,0,1,0,1,0
WALL_N_35,essex,NAT,288,0.81,0,0,0,0,0,0,1,0,1,0
WALL_N_36,essex,NAT,307,0.79,0,0,1,1,0,0,1,0,1,0
WALL_N_37,essex,NAT,320,0.85,0,0,0,1,0,0,1,0,1,0
